Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_PA8391AA,4438,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8391AA,traces-0wQAiWv;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Nova Scotia,,,,,,,,,,B1,,fimH32
ESC_PA8392AA,HP90,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8392AA,traces-0tkmfmA;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH32
ESC_PA8393AA,RE18,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8393AA,traces-0vQnCZG;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8394AA,TZ97,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8394AA,traces-0gfSvBk;ILLUMINA;Paired;;NA,Livestock,Swine,Faecal,2017,,,,Oceania,Australia,,,,,,,,,,,B1,B1,fimH27
ESC_PA8395AA,TZ124,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8395AA,traces-0WjCgqX;ILLUMINA;Paired;;NA,Livestock,Swine,Faecal,2017,,,,Oceania,Australia,,,,,,,,,,,B1,,fimH27
ESC_PA8396AA,IBIS_45,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8396AA,traces-0BvjErp;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8397AA,CE145N,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8397AA,traces-0xdvECE;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,United States,Kansas,,,,,,,,,,B1,,fimH24
ESC_PA8398AA,SS_5_H8,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8398AA,traces-0uWJtOX;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Raw,2016,,,,Europe,Germany,,,Frankfurt-Niederrad,,,,,,,,B1,B1,fimH32
ESC_PA8399AA,Vlees_ESBL_2014_1504,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8399AA,traces-0gMAFsK;ILLUMINA;Paired;;NA,Food,Avian,Meat,2014,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH31
ESC_PA8400AA,SS_5_E10,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8400AA,traces-0NgXtpj;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Treated,2017,,,,Europe,Germany,,,Dresden,,,,,,,,B1,B1,Unknown
ESC_PA8401AA,Vlees_ESBL_2013_1429,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8401AA,traces-0RDdLAf;ILLUMINA;Paired;;NA,Food,Swine,Meat,2013,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH31
ESC_PA8402AA,SS_5_H2,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8402AA,traces-0MgAXaM;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Raw,2017,,,,Europe,Germany,,,Plauen,,,,,,,,B1,,fimH24
ESC_PA8403AA,ESBL20150330,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8403AA,traces-0NBpTPj;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH30
ESC_PA8404AA,Vlees_ESBL_2013_0550,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8404AA,traces-0IPQsyx;ILLUMINA;Paired;;NA,Food,Swine,Meat,2013,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH54
ESC_PA8405AA,20098,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8405AA,traces-0ycRzWa;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2007,,,,Europe,France,,,,,,,,,,,B1,B1,fimH32
ESC_PA8406AA,IMT17572,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8406AA,traces-0AbUHnt;ILLUMINA;Paired;;NA,Companion Animal,Feline,Faecal,2008,,,,Europe,Germany,,,,,,,,,,,B1,,fimH32
ESC_PA8407AA,IBIS_56,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8407AA,traces-0rghspl;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8408AA,Vlees_ESBL_2013_1236,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8408AA,traces-0hfWNcu;ILLUMINA;Paired;;NA,Food,Bovine,Meat,2013,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH32
ESC_PA8409AA,SS_5_E11,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8409AA,traces-0rqFeaJ;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Treated,2017,,,,Europe,Germany,,,Frankfurt-Niederrad,,,,,,,,B1,B1,fimH34
ESC_PA8410AA,Vlees_ESBL_2012_133,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8410AA,traces-0vMaqBK;ILLUMINA;Paired;;NA,Food,Bovine,Meat,2012,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH54
ESC_PA8411AA,HP41,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8411AA,traces-0JujHdM;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH32
ESC_PA8412AA,SS_2_H5,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8412AA,traces-0rqWKMf;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Raw,2016,,,,Europe,Germany,,,Dresden,,,,,,,,B1,,fimH27
ESC_PA8413AA,OT_ESBL_0441,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8413AA,traces-0fUQqcY;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2011,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH32
ESC_PA8414AA,SafeFoodERA_ESBL_423,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8414AA,traces-0oDNegp;ILLUMINA;Paired;;NA,Food,Avian,Meat,2006,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH27
ESC_PA8415AA,RE16,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8415AA,traces-0hYEzmp;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,B1,fimH32
ESC_PA8416AA,RE3,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8416AA,traces-0HPHjHr;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8417AA,1560m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8417AA,traces-0NGzbAZ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8418AA,ESBL20150343,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8418AA,traces-0rPvXHy;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH32
ESC_PA8419AA,CE1568,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8419AA,traces-0iKBApq;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,,fimH32
ESC_PA8420AA,SH12c,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8420AA,traces-0KYUrXq;ILLUMINA;Paired;;NA,Environment,Water/River,Hosptial Wastewater,2016,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH27
ESC_PA8421AA,HPG4,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8421AA,traces-0UymCxl;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Poland,,,,,,,,,,,B1,,fimH31
ESC_PA8422AA,ESBL_Ecoli_4.03,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8422AA,traces-0qcxYrQ;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2014,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH27
ESC_PA8423AA,SS_4_H10,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8423AA,traces-0ueUMDk;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Raw,2017,,,,Europe,Germany,,,Plauen,,,,,,,,B1,,fimH34
ESC_PA8424AA,IBIS_28,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8424AA,traces-0PekTqb;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8425AA,CN35ctx,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8425AA,traces-0ZPogCU;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2018,,,,Europe,Sweden,,,,,,,,,,,B1,,fimH32
ESC_PA8426AA,SafeFoodERA_ESBL_101,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8426AA,traces-0MvpiDY;ILLUMINA;Paired;;NA,Human,Human,Urine,2009,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH32
ESC_PA8427AA,SafeFoodERA_ESBL_097,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8427AA,traces-0huDpwo;ILLUMINA;Paired;;NA,Human,Human,Urine,2009,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH34
ESC_PA8428AA,30CTX,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8428AA,traces-0mIypsq;ILLUMINA;Paired;;NA,Wild Animal,Other Mammal,Captive Lynx Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8429AA,1585m1,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8429AA,traces-0HEzbbP;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Five Islands,,,,,,,,B1,B1,fimH32
ESC_PA8430AA,IBIS_55,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8430AA,traces-0sRKuGK;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8431AA,SS_2_G2,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8431AA,traces-0ybxRvk;ILLUMINA;Paired;;NA,Environment,Water/River,Wastewater Effluent,2016,,,,Europe,Germany,,,Dresden,,,,,,,,B1,B1,fimH54
ESC_PA8432AA,ESBL20170337,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8432AA,traces-0xwdRfd;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,,fimH30
ESC_PA8433AA,29184,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8433AA,traces-0efVJpS;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,B1,fimH32
ESC_PA8434AA,HPG98,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8434AA,traces-0OOiaGZ;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Poland,,,,,,,,,,,B1,,fimH32
ESC_PA8435AA,IMT18579,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8435AA,traces-0MHbOSc;ILLUMINA;Paired;;NA,Companion Animal,Feline,Faecal,2009,,,,Europe,Germany,,,,,,,,,,,B1,B1,fimH27
ESC_PA8436AA,CE701N,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8436AA,traces-0FnXWQP;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,United States,New York,,,,,,,,,,B1,,fimH54
ESC_PA8437AA,IBIS_39,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8437AA,traces-0YZQmQk;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8438AA,SS_4_E2,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8438AA,traces-0knBzHH;ILLUMINA;Paired;;NA,Environment,Water/River,Stormwater Overflow in WWTP basin,2017,,,,Europe,Germany,,,Dresden,,,,,,,,B1,B1,fimH32
ESC_PA8440AA,CFL3ctx,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8440AA,traces-0vmOHro;ILLUMINA;Paired;;NA,Food,Ovine/Goat (Caprinae),Imported Meat,2018,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH27
ESC_PA8441AA,IBIS_52,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8441AA,traces-0GNJfhv;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8442AA,CE91,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8442AA,traces-0jKCfrs;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,United States,Kansas,,,,,,,,,,B1,,Unknown
ESC_PA8443AA,ESBL20140168,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8443AA,traces-0XmWDSv;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH32
ESC_PA8444AA,IBIS_36,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8444AA,traces-0LwfCYs;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8445AA,AVC193,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8445AA,traces-0TPCmLZ;ILLUMINA;Paired;;NA,Companion Animal,Avian,Systemic infection,2011,,,,Oceania,Australia,,,,,,,,,,,B1,B1,fimH32
ESC_PA8446AA,IBIS_43,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8446AA,traces-0yxVNHb;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,,fimH32
ESC_PA8447AA,32205,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8447AA,traces-0sRisgU;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,B1,fimH32
ESC_PA8448AA,AD742,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8448AA,traces-0mfNewH;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,Sweden,,,,,,,,,,,B1,,fimH32
ESC_PA8449AA,ESBL20170423,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8449AA,traces-0VSKods;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH32
ESC_PA8450AA,Eco1211,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8450AA,traces-0FXjvmv;ILLUMINA;Paired;;NA,Human,Human,Blood,2011,,,,Europe,Sweden,,,,,,,,,,,B1,,fimH27
ESC_PA8453AA,IBIS_57,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8453AA,traces-0bVUvIx;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8454AA,47711,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8454AA,traces-0scEkAj;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2017,,,,Europe,France,,,,,,,,,,,B1,,fimH32
ESC_PA8455AA,3523,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8455AA,traces-0rPdjTg;ILLUMINA;Paired;;NA,Livestock,Swine,Faecal,2013,,,,Europe,Czech Republic,,,,,,,,,,,B1,B1,fimH32
ESC_PA8456AA,SafeFoodERA_ESBL_582,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8456AA,traces-0xTNmQX;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2008,,,,Europe,United Kingdom,,,,,,,,,,,B1,,fimH32
ESC_PA8457AA,4381,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8457AA,traces-0AajqwD;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,Canada,Nova Scotia,,,,,,,,,,B1,B1,fimH31
ESC_PA8458AA,CE627,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8458AA,traces-0VeXIxr;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,North America,United States,California,,,,,,,,,,B1,,Unknown
ESC_PA8459AA,1824H,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8459AA,traces-0vyhNxN;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Sydney,,,,,,,,B1,B1,Unknown
ESC_PA8460AA,ESBL20140304,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8460AA,traces-0mvXiLk;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,,fimH27
ESC_PA8461AA,ESBL_Ecoli_6.20,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8461AA,traces-0trwLYr;ILLUMINA;Paired;;NA,Livestock,Swine,Faecal,2014,,,,Europe,Netherlands,,,,,,,,,,,B1,B1,fimH32
ESC_PA8462AA,HP107,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8462AA,traces-0KHQnJC;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8463AA,IMT20106,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8463AA,traces-0WoqtOo;ILLUMINA;Paired;;NA,Companion Animal,Canine,Urine ,2009,,,,Europe,Germany,,,,,,,,,,,B1,B1,*
ESC_PA8464AA,IBIS_35,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8464AA,traces-0nBETpf;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2012,,,,Oceania,Australia,NSW,,Booligal,,,,,,,,B1,B1,fimH32
ESC_PA8465AA,ESBL20140051,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8465AA,traces-0ZLjMDA;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,,fimH27
ESC_PA8466AA,RE5,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8466AA,traces-0USFPue;ILLUMINA;Paired;;NA,Food,Plant,Arugula,2016,,,,Europe,Germany,,,Braunschweig,,,,,,,,B1,,fimH32
ESC_PA8467AA,AD741,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8467AA,traces-0CAfIQe;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH30
ESC_PA8468AA,HP89,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8468AA,traces-0OxEWhV;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8469AA,Liv48,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8469AA,traces-0DVQYtq;ILLUMINA;Paired;;NA,Livestock,Avian,Caecal,2011,,,,Europe,Romania,,,,,,,,,,,B1,B1,fimH31
ESC_PA8470AA,32068,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8470AA,traces-0BfZxUB;ILLUMINA;Paired;;NA,Livestock,Bovine,Faecal,2012,,,,Europe,France,,,,,,,,,,,B1,,fimH34
ESC_PA8471AA,MI-12-427,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8471AA,traces-0CBdUAE;ILLUMINA;Paired;;NA,Environment,Water/River,Surface water,2012,,,,Europe,Sweden,,,,,,,,,,,B1,B1,fimH32
ESC_PA8472AA,HP79,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8472AA,traces-0PmbLma;ILLUMINA;Paired;;NA,Wild Animal,Avian,Faecal,2010,,,,Europe,Czech Republic,,,,,,,,,,,B1,,fimH32
ESC_PA8473AA,ESBL20160365,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8473AA,traces-0qxCfUz;ILLUMINA;Paired;;NA,Human,Human,Blood,2019,,,,Europe,Denmark,,,Copenhagen,,,,,,,,B1,B1,fimH30
ESC_PA8474AA,E0407,"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia",Escherichia coli,,,,,,,,,14/1/20,20/1/21,ESC_PA8474AA,traces-0iFmMhQ;ILLUMINA;Paired;;NA,Food,Avian,Turkey Meat,2013,,,,Europe,Netherlands,,,,,,,,,,,B1,,fimH32
