Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_PA8393AA	RE18	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8393AA	traces-0vQnCZG;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118505	118505	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8394AA	TZ97	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8394AA	traces-0gfSvBk;ILLUMINA;Paired;;NA	Livestock	Swine	Faecal	2017				Oceania	Australia											NaN	126077	126077	126077	126077	126077	126073	38547	1186	1186	106	106	1
ESC_PA8395AA	TZ124	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8395AA	traces-0WjCgqX;ILLUMINA;Paired;;NA	Livestock	Swine	Faecal	2017				Oceania	Australia											NaN	126073	126073	126073	126073	126073	126073	38547	1186	1186	106	106	1
ESC_PA8396AA	IBIS_45	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8396AA	traces-0BvjErp;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126082	126082	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8397AA	CE145N	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8397AA	traces-0xdvECE;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	United States	Kansas										NaN	126085	126085	125886	125886	125886	125886	104750	9455	1060	106	106	1
ESC_PA8398AA	SS_5_H8	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8398AA	traces-0uWJtOX;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Raw	2016				Europe	Germany			Frankfurt-Niederrad								NaN	126084	126084	126084	126084	126084	126084	55546	2301	1060	106	106	1
ESC_PA8399AA	Vlees_ESBL_2014_1504	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8399AA	traces-0gMAFsK;ILLUMINA;Paired;;NA	Food	Avian	Meat	2014				Europe	Netherlands											NaN	126086	126086	126086	126086	126086	126086	126086	119068	1060	106	106	1
ESC_PA8400AA	SS_5_E10	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8400AA	traces-0NgXtpj;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Treated	2017				Europe	Germany			Dresden								NaN	126068	126068	126068	126068	59941	59941	10888	3267	3267	106	106	1
ESC_PA8401AA	Vlees_ESBL_2013_1429	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8401AA	traces-0RDdLAf;ILLUMINA;Paired;;NA	Food	Swine	Meat	2013				Europe	Netherlands											NaN	126089	126089	126089	126089	126089	126089	37895	9758	1060	106	106	1
ESC_PA8402AA	SS_5_H2	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8402AA	traces-0MgAXaM;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Raw	2017				Europe	Germany			Plauen								NaN	126091	126091	126091	126091	126091	126091	126091	17168	1060	106	106	1
ESC_PA8403AA	ESBL20150330	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8403AA	traces-0NBpTPj;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126095	126095	45951	45951	45951	4524	4524	1186	1186	106	106	1
ESC_PA8404AA	Vlees_ESBL_2013_0550	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8404AA	traces-0IPQsyx;ILLUMINA;Paired;;NA	Food	Swine	Meat	2013				Europe	Netherlands											NaN	126079	126079	126079	126079	126079	126079	126079	28587	3602	106	106	1
ESC_PA8405AA	20098	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8405AA	traces-0ycRzWa;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2007				Europe	France											NaN	126080	126080	126080	126080	126080	126080	8338	1186	1186	106	106	1
ESC_PA8406AA	IMT17572	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8406AA	traces-0AbUHnt;ILLUMINA;Paired;;NA	Companion Animal	Feline	Faecal	2008				Europe	Germany											NaN	126074	126074	126074	126074	126074	126074	2317	2301	1060	106	106	1
ESC_PA8407AA	IBIS_56	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8407AA	traces-0rghspl;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126078	126078	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8408AA	Vlees_ESBL_2013_1236	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8408AA	traces-0hfWNcu;ILLUMINA;Paired;;NA	Food	Bovine	Meat	2013				Europe	Netherlands											NaN	126092	126092	126092	126092	126092	126092	9950	1186	1186	106	106	1
ESC_PA8409AA	SS_5_E11	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8409AA	traces-0rqFeaJ;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Treated	2017				Europe	Germany			Frankfurt-Niederrad								NaN	126096	126096	126096	126088	126088	126088	33354	1186	1186	106	106	1
ESC_PA8410AA	Vlees_ESBL_2012_133	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8410AA	traces-0vMaqBK;ILLUMINA;Paired;;NA	Food	Bovine	Meat	2012				Europe	Netherlands											NaN	126083	126083	126083	126083	126083	126083	126083	27349	1060	106	106	1
ESC_PA8411AA	HP41	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8411AA	traces-0JujHdM;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Czech Republic											NaN	126081	126081	126081	126081	126081	126081	9950	1186	1186	106	106	1
ESC_PA8412AA	SS_2_H5	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8412AA	traces-0rqWKMf;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Raw	2016				Europe	Germany			Dresden								NaN	126076	126076	126076	126076	126076	126076	47345	1186	1186	106	106	1
ESC_PA8413AA	OT_ESBL_0441	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8413AA	traces-0fUQqcY;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2011				Europe	Netherlands											NaN	126075	126075	126075	126075	126075	126075	86111	1186	1186	106	106	1
ESC_PA8414AA	SafeFoodERA_ESBL_423	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8414AA	traces-0oDNegp;ILLUMINA;Paired;;NA	Food	Avian	Meat	2006				Europe	Netherlands											NaN	126093	126093	126093	126093	126093	126093	126093	1186	1186	106	106	1
ESC_PA8415AA	RE16	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8415AA	traces-0hYEzmp;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118506	118506	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8416AA	RE3	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8416AA	traces-0HPHjHr;ILLUMINA;Paired;;NA	Food	Plant	Arugula	2016				Europe	Germany			Braunschweig								NaN	118506	118506	118505	118505	118505	118505	118505	118505	1060	106	106	1
ESC_PA8417AA	1560m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8417AA	traces-0NGzbAZ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	126090	126090	125878	125878	125878	125878	58783	58783	58783	106	106	1
ESC_PA8418AA	ESBL20150343	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8418AA	traces-0rPvXHy;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126097	126097	46030	46030	46030	46030	8338	1186	1186	106	106	1
ESC_PA8419AA	CE1568	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8419AA	traces-0iKBApq;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	126094	126094	125878	125878	125878	125878	58783	58783	58783	106	106	1
ESC_PA8420AA	SH12c	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8420AA	traces-0KYUrXq;ILLUMINA;Paired;;NA	Environment	Water	Hosptial Wastewater	2016				Europe	Czech Republic											NaN	126108	126108	125883	125883	125883	125883	2776	1186	1186	106	106	1
ESC_PA8421AA	HPG4	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8421AA	traces-0UymCxl;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Poland											NaN	126087	126087	126087	126087	125900	124721	124721	124721	1060	106	106	1
ESC_PA8422AA	ESBL_Ecoli_4.03	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8422AA	traces-0qcxYrQ;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2014				Europe	Netherlands											NaN	126109	126109	126109	126109	126109	126109	20815	1186	1186	106	106	1
ESC_PA8423AA	SS_4_H10	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8423AA	traces-0ueUMDk;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Raw	2017				Europe	Germany			Plauen								NaN	126088	126088	126088	126088	126088	126088	33354	1186	1186	106	106	1
ESC_PA8424AA	IBIS_28	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8424AA	traces-0PekTqb;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	123384	123384	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8425AA	CN35ctx	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8425AA	traces-0ZPogCU;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2018				Europe	Sweden											NaN	126100	126100	126100	126100	126100	126100	126100	126100	1060	106	106	1
ESC_PA8426AA	SafeFoodERA_ESBL_101	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8426AA	traces-0MvpiDY;ILLUMINA;Paired;;NA	Human	Human	Urine	2009				Europe	Netherlands											NaN	126098	126098	126098	126098	126098	126098	33513	33513	1186	106	106	1
ESC_PA8427AA	SafeFoodERA_ESBL_097	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8427AA	traces-0huDpwo;ILLUMINA;Paired;;NA	Human	Human	Urine	2009				Europe	Netherlands											NaN	126099	126099	126099	126099	126099	126099	23399	23399	23399	106	106	1
ESC_PA8428AA	30CTX	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8428AA	traces-0mIypsq;ILLUMINA;Paired;;NA	Wild Animal	Other Mammal	Captive Lynx Faecal	2010				Europe	Czech Republic											NaN	126102	126102	126102	126102	126102	126102	55546	2301	1060	106	106	1
ESC_PA8429AA	1585m1	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8429AA	traces-0HEzbbP;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Five Islands								NaN	126114	126114	125878	125878	125878	125878	58783	58783	58783	106	106	1
ESC_PA8430AA	IBIS_55	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8430AA	traces-0sRKuGK;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126101	126101	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8431AA	SS_2_G2	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8431AA	traces-0ybxRvk;ILLUMINA;Paired;;NA	Environment	Water	Wastewater Effluent	2016				Europe	Germany			Dresden								NaN	126103	126103	126103	126103	126103	126103	126103	10660	1060	106	106	1
ESC_PA8432AA	ESBL20170337	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8432AA	traces-0xwdRfd;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126111	126111	126111	126111	4524	4524	4524	1186	1186	106	106	1
ESC_PA8433AA	29184	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8433AA	traces-0efVJpS;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	France											NaN	126110	126110	126110	126110	126110	126110	33513	33513	1186	106	106	1
ESC_PA8434AA	HPG98	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8434AA	traces-0OOiaGZ;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2010				Europe	Poland											NaN	126106	126106	126106	126106	126106	126106	126106	2301	1060	106	106	1
ESC_PA8435AA	IMT18579	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8435AA	traces-0MHbOSc;ILLUMINA;Paired;;NA	Companion Animal	Feline	Faecal	2009				Europe	Germany											NaN	126113	126113	126113	126113	126113	126113	17555	1186	1186	106	106	1
ESC_PA8436AA	CE701N	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8436AA	traces-0FnXWQP;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	United States	New York										NaN	126105	126105	126105	126105	126105	58826	58826	58826	1060	106	106	1
ESC_PA8437AA	IBIS_39	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8437AA	traces-0YZQmQk;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126104	126104	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8438AA	SS_4_E2	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8438AA	traces-0knBzHH;ILLUMINA;Paired;;NA	Environment	Water	Stormwater Overflow in WWTP basin	2017				Europe	Germany			Dresden								NaN	126084	126084	126084	126084	126084	126084	55546	2301	1060	106	106	1
ESC_PA8440AA	CFL3ctx	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8440AA	traces-0vmOHro;ILLUMINA;Paired;;NA	Food	Ovine	Imported Meat	2018				Europe	Sweden											NaN	126112	126112	126112	126112	126112	126112	5233	1186	1186	106	106	1
ESC_PA8441AA	IBIS_52	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8441AA	traces-0GNJfhv;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126107	126107	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8442AA	CE91	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8442AA	traces-0jKCfrs;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				North America	United States	Kansas										NaN	126116	126116	126116	126116	126116	17497	10888	3267	3267	106	106	1
ESC_PA8443AA	ESBL20140168	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8443AA	traces-0XmWDSv;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126115	126115	126115	126115	126115	126115	55608	23397	23397	106	106	1
ESC_PA8444AA	IBIS_36	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8444AA	traces-0LwfCYs;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126104	126104	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8445AA	AVC193	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8445AA	traces-0TPCmLZ;ILLUMINA;Paired;;NA	Companion Animal	Avian	Systemic infection	2011				Oceania	Australia											NaN	126117	126117	126117	126117	126117	126117	9950	1186	1186	106	106	1
ESC_PA8446AA	IBIS_43	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8446AA	traces-0yxVNHb;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	125924	125924	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8447AA	32205	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8447AA	traces-0sRisgU;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	France											NaN	126119	126119	126119	126119	126119	126119	126119	33513	1186	106	106	1
ESC_PA8448AA	AD742	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8448AA	traces-0mfNewH;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2012				Europe	Sweden											NaN	126121	126121	126121	126121	126121	126121	126121	89738	1060	106	106	1
ESC_PA8449AA	ESBL20170423	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8449AA	traces-0VSKods;ILLUMINA;Paired;;NA	Human	Human	Blood	2019				Europe	Denmark			Copenhagen								NaN	126124	126124	126124	126124	126124	126124	8338	1186	1186	106	106	1
ESC_PA8450AA	Eco1211	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8450AA	traces-0FXjvmv;ILLUMINA;Paired;;NA	Human	Human	Blood	2011				Europe	Sweden											NaN	126122	126122	126122	126122	126122	126122	4086	1186	1186	106	106	1
ESC_PA8453AA	IBIS_57	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8453AA	traces-0bVUvIx;ILLUMINA;Paired;;NA	Wild Animal	Avian	Faecal	2012				Oceania	Australia	NSW		Booligal								NaN	126118	126118	123384	123384	123384	123384	123384	15360	1060	106	106	1
ESC_PA8454AA	47711	"The ithree institute, University of Technology Sydney, Ultimo, NSW, Australia"	Escherichia coli									14/1/20	20/1/21	ESC_PA8454AA	traces-0scEkAj;ILLUMINA;Paired;;NA	Livestock	Bovine	Faecal	2017				Europe	France											NaN	126126	126126	126126	126126	126126	33513	33513	33513	1186	106	106	1
